iter	Passed	Remaining
673	8125	3930
674	8141	3919
675	8156	3909
676	8167	3896
677	8177	3883
678	8187	3870
679	8199	3858
680	8214	3847
681	8226	3835
682	8236	3822
683	8245	3809
684	8254	3795
685	8261	3781
686	8273	3769
687	8280	3755
688	8291	3742
689	8298	3728
690	8308	3715
691	8317	3702
692	8326	3688
693	8336	3675
694	8343	3661
695	8353	3648
696	8361	3634
697	8374	3623
698	8383	3610
699	8396	3598
700	8408	3586
701	8420	3574
702	8434	3563
703	8446	3551
704	8458	3539
705	8471	3527
706	8483	3515
707	8493	3502
708	8507	3491
709	8519	3479
710	8533	3468
711	8547	3457
712	8560	3445
713	8578	3436
714	8589	3423
715	8604	3412
716	8616	3401
717	8626	3388
718	8638	3376
719	8650	3364
720	8663	3352
721	8674	3340
722	8686	3328
723	8701	3317
724	8714	3305
725	8726	3293
726	8741	3282
727	8814	3293
728	8839	3286
729	8850	3273
730	8858	3259
731	8867	3246
732	8877	3233
733	8886	3220
734	8898	3208
735	8906	3194
736	8918	3182
737	8935	3172
738	8950	3160
739	8963	3149
740	8978	3138
741	8992	3126
742	9002	3113
743	9015	3102
744	9027	3090
745	9035	3076
746	9045	3063
747	9053	3050
748	9064	3037
749	9074	3024
750	9082	3011
751	9096	2999
752	9105	2986
753	9115	2974
754	9126	2961
755	9133	2948
756	9143	2935
757	9150	2921
758	9161	2908
759	9168	2895
760	9178	2882
761	9189	2870
762	9197	2856
763	9207	2844
764	9214	2830
765	9226	2818
766	9234	2805
767	9242	2791
768	9253	2779
769	9260	2766
770	9270	2753
771	9280	2740
772	9293	2729
773	9303	2716
774	9310	2703
775	9321	2690
776	9329	2677
777	9338	2664
778	9346	2651
779	9357	2639
780	9365	2626
781	9376	2613
782	9388	2602
783	9401	2590
784	9413	2578
785	9425	2566
786	9437	2554
787	9454	2543
788	9470	2532
789	9484	2521
790	9497	2509
791	9509	2497
792	9520	2485
793	9531	2472
794	9542	2460
795	9553	2448
796	9563	2435
797	9573	2423
798	9587	2411
799	9601	2400
800	9617	2389
801	9629	2377
802	9641	2365
803	9655	2353
804	9666	2341
805	9675	2328
806	9688	2316
807	9698	2304
808	9706	2291
809	9717	2279
810	9727	2266
811	9735	2254
812	9747	2241
813	9758	2229
814	9771	2218
815	9786	2206
816	9801	2195
817	9817	2184
818	9833	2173
819	9844	2161
820	9854	2148
821	9865	2136
822	9876	2124
823	9885	2111
824	9894	2098
825	9904	2086
826	9915	2074
827	9925	2061
828	9936	2049
829	9950	2038
830	9962	2026
831	9975	2014
832	9985	2001
833	9998	1990
834	10011	1978
835	10019	1965
836	10028	1953
837	10037	1940
838	10046	1927
839	10055	1915
840	10063	1902
841	10073	1890
842	10081	1877
843	10091	1865
844	10099	1852
845	10110	1840
846	10117	1827
847	10126	1815
848	10136	1802
849	10144	1790
850	10152	1777
851	10160	1764
852	10170	1752
853	10183	1740
854	10196	1729
855	10208	1717
856	10216	1704
857	10225	1692
858	10235	1680
859	10244	1667
860	10255	1655
861	10262	1642
862	10272	1630
863	10282	1618
864	10290	1606
865	10301	1593
866	10308	1581
867	10318	1569
868	10326	1556
869	10338	1544
870	10350	1532
871	10366	1521
872	10379	1509
873	10389	1497
874	10401	1485
875	10417	1474
876	10426	1462
877	10438	1450
878	10449	1438
879	10458	1426
880	10470	1414
881	10481	1402
882	10494	1390
883	10509	1379
884	10524	1367
885	10545	1356
886	10567	1346
887	10587	1335
888	10608	1324
889	10630	1313
890	10644	1302
891	10656	1290
892	10668	1278
893	10678	1266
894	10692	1254
895	10703	1242
896	10719	1230
897	10733	1219
898	10744	1207
899	10752	1194
900	10763	1182
901	10778	1171
902	10786	1158
903	10799	1146
904	10808	1134
905	10816	1122
906	10828	1110
907	10836	1097
908	10846	1085
909	10860	1074
910	10871	1062
911	10880	1049
912	10894	1038
913	10903	1025
914	10916	1014
915	10929	1002
916	10938	990
917	10947	977
918	10959	965
919	10967	953
920	10978	941
921	10990	929
922	10997	917
923	11006	905
924	11014	893
925	11025	881
926	11032	868
927	11042	856
928	11055	844
929	11063	832
930	11076	820
931	11089	809
932	11099	797
933	11107	784
934	11117	772
935	11124	760
936	11135	748
937	11142	736
938	11153	724
939	11161	712
940	11172	700
941	11181	688
942	11192	676
943	11200	664
944	11208	652
945	11220	640
946	11227	628
947	11238	616
948	11247	604
949	11257	592
950	11270	580
951	11279	568
952	11288	556
953	11297	544
954	11304	532
955	11316	520
956	11323	508
957	11333	496
958	11341	484
959	11353	473
960	11365	461
961	11377	449
962	11387	437
963	11397	425
964	11409	413
965	11421	402
966	11437	390
967	11456	378
968	11469	366
969	11483	355
970	11495	343
971	11505	331
972	11518	319
973	11531	307
974	11545	296
975	11557	284
976	11570	272
977	11582	260
978	11594	248
979	11603	236
980	11617	225
981	11631	213
982	11646	201
983	11660	189
984	11676	177
985	11689	165
986	11700	154
987	11713	142
988	11726	130
989	11739	118
990	11751	106
991	11761	94
992	11771	82
993	11782	71
994	11797	59
995	11812	47
996	11826	35
997	11840	23
998	11851	11
999	11862	0
